run_id,seed,gamma,empirical_support_density,reconstruction_mse,rho_model,entropy,v_eff,dead_fraction,interference_energy,variance_energy,decoder_recovery_cosine,support_precision,support_recall,amplitude_shrinkage,susceptibility
vgsae_gamma=7.0_seed=1,1,7.0,0.0615234375,0.1504467874765396,0.02077450230717659,0.06567411124706268,0.01398928090929985,0.0,0.012881781905889511,0.1255074292421341,0.5720548033714294,0.4828897338403042,0.06299603174603174,0.2504376769065857,0.01058295468489329
vgsae_gamma=10.0_seed=1,1,10.0,0.0615234375,0.23807619512081146,0.006796953268349171,0.031159333884716034,0.005582365673035383,0.0,0.006060222163796425,0.06535879522562027,0.4517652988433838,0.8604651162790697,0.018353174603174604,0.11192203313112259,0.004659183012942473
vgsae_gamma=0.0_seed=2,2,0.0,0.060760498046875,0.02059835195541382,0.6104231476783752,0.5707712769508362,0.19960010051727295,0.0,0.5319706797599792,0.0914219468832016,0.6904196739196777,0.07176350662589194,0.8839779005524862,4.38126277923584,0.35629725456237793
vgsae_gamma=0.25_seed=2,2,0.25,0.060760498046875,0.025162052363157272,0.5213488340377808,0.5983598232269287,0.21012715995311737,0.0,0.3345174193382263,0.09653040766716003,0.769497275352478,0.12661440836132887,0.8518332496233049,2.7534403800964355,0.3581453561782837
vgsae_gamma=0.5_seed=2,2,0.5,0.060760498046875,0.02479088306427002,0.4313504695892334,0.5998750925064087,0.20852230489253998,0.0,0.3571820855140686,0.14472892880439758,0.7344896793365479,0.17784105617395807,0.6901054746358614,1.60098135471344,0.320411483446757
vgsae_gamma=1.0_seed=2,2,1.0,0.060760498046875,0.02825840935111046,0.31072670221328735,0.5284864902496338,0.17623823881149292,0.0,0.25799715518951416,0.14246374368667603,0.8171748518943787,0.2725975261655566,0.575590155700653,1.0904052257537842,0.21096333861351013
vgsae_gamma=1.5_seed=2,2,1.5,0.060760498046875,0.02907097339630127,0.22038713097572327,0.43234384059906006,0.13581231236457825,0.0,0.1788640320301056,0.14046546816825867,0.7911085486412048,0.3167910447761194,0.4264188849824209,1.4008947610855103,0.1549595296382904
vgsae_gamma=2.0_seed=2,2,2.0,0.060760498046875,0.02857157215476036,0.15576717257499695,0.3329888582229614,0.09762359410524368,0.0,0.18157567083835602,0.1336437165737152,0.8535118103027344,0.3970956434651978,0.39829231541938726,0.8078356385231018,0.10701454430818555
vgsae_gamma=3.0_seed=2,2,3.0,0.060760498046875,0.0372903048992157,0.09320337325334549,0.22234398126602173,0.059296637773513794,0.0,0.12775835394859314,0.12414337694644928,0.8303226232528687,0.4554294975688817,0.2822702159718734,0.5678400993347168,0.04970287966231505
vgsae_gamma=5.0_seed=2,2,5.0,0.060760498046875,0.06983011960983276,0.04524129256606102,0.1281948685646057,0.030376704409718513,0.0,0.047488629817962646,0.13485179841518402,0.7253455519676208,0.5825932504440497,0.16474133601205423,0.3111928403377533,0.018648727796971798
vgsae_gamma=7.0_seed=2,2,7.0,0.060760498046875,0.1375226378440857,0.018608462065458298,0.06512776017189026,0.013458588160574436,0.0,0.016454802826046944,0.10438314825296402,0.6080255508422852,0.6683168316831684,0.06780512305374184,0.1615605503320694,0.009666988750298817
vgsae_gamma=10.0_seed=2,2,10.0,0.060760498046875,0.20584207773208618,0.006029915064573288,0.02876253053545952,0.005045396275818348,0.0,0.007315047550946474,0.06450352072715759,0.4682639241218567,0.631578947368421,0.012054244098442994,0.0559794045984745,0.004192849000295003
