run_id,seed,gamma,step,loss,lr,reconstruction_mse,reconstruction_loss,variance_loss,prior_loss,entropy_loss,entropy,rho,v_eff,beta
vgsae_gamma=0.25_seed=0,0,0.25,0.0,-20.06133270263672,0.003,0.19063729047775269,1.5250983238220215,0.9786719083786011,0.9770286083221436,-11.745210647583008,11.745210647583008,0.12212857604026794,0.10624835640192032,3.195181131362915
vgsae_gamma=0.25_seed=0,0,0.25,50.0,-24.576282501220703,0.003,0.12482048571109772,0.9985638856887817,0.8435492515563965,1.356449007987976,-14.184505462646484,14.184505462646484,0.169556125998497,0.136924147605896,4.342838287353516
vgsae_gamma=0.25_seed=0,0,0.25,100.0,-31.55924415588379,0.003,0.08300066739320755,0.6640053391456604,0.5559709072113037,2.6204159259796143,-19.13477897644043,19.13477897644043,0.3275519907474518,0.2048618346452713,6.557504177093506
vgsae_gamma=0.25_seed=0,0,0.25,150.0,-35.76759338378906,0.003,0.051856666803359985,0.4148533344268799,0.33735060691833496,4.006764888763428,-20.8608455657959,20.8608455657959,0.5008456110954285,0.230925053358078,10.63541316986084
vgsae_gamma=0.25_seed=0,0,0.25,200.0,-37.45508575439453,0.003,0.03689585626125336,0.29516685009002686,0.2925759553909302,4.088535308837891,-20.656362533569336,20.656362533569336,0.5110669136047363,0.22819289565086365,13.611395835876465
vgsae_gamma=0.25_seed=0,0,0.25,250.0,-38.61970901489258,0.003,0.03009398654103279,0.24075189232826233,0.24705976247787476,4.157869338989258,-20.399438858032227,20.399438858032227,0.5197336673736572,0.22479432821273804,16.399770736694336
vgsae_gamma=0.25_seed=0,0,0.25,300.0,-39.54900360107422,0.003,0.026017721742391586,0.2081417739391327,0.2121129035949707,4.187024116516113,-20.165340423583984,20.165340423583984,0.5233780145645142,0.221769779920578,19.03607749938965
vgsae_gamma=0.25_seed=0,0,0.25,350.0,-40.3731689453125,0.003,0.022790033370256424,0.1823202669620514,0.18481552600860596,4.206677436828613,-19.92812728881836,19.92812728881836,0.5258347392082214,0.2188425362110138,21.790300369262695
vgsae_gamma=0.25_seed=0,0,0.25,400.0,-41.190513610839844,0.003,0.020937766879796982,0.16750213503837585,0.155295729637146,4.208072185516357,-19.717222213745117,19.717222213745117,0.5260090827941895,0.2164909988641739,24.78331184387207
vgsae_gamma=0.25_seed=0,0,0.25,450.0,-42.029048919677734,0.003,0.01966414973139763,0.15731319785118103,0.1277729570865631,4.210385322570801,-19.564189910888672,19.564189910888672,0.5262981653213501,0.2149667739868164,28.06169319152832
vgsae_gamma=0.25_seed=0,0,0.25,500.0,-42.74110412597656,0.003,0.018571946769952774,0.1485755741596222,0.10916374623775482,4.2040300369262695,-19.46314811706543,19.46314811706543,0.5255037546157837,0.21393431723117828,31.03911590576172
vgsae_gamma=0.25_seed=0,0,0.25,550.0,-43.26154327392578,0.003,0.017691532149910927,0.14153225719928741,0.09811107069253922,4.1915130615234375,-19.388696670532227,19.388696670532227,0.5239391326904297,0.2131047546863556,33.38294219970703
vgsae_gamma=0.25_seed=0,0,0.25,600.0,-43.64657974243164,0.003,0.016802610829472542,0.13442088663578033,0.09251490980386734,4.179971218109131,-19.326313018798828,19.326313018798828,0.5224964022636414,0.2123713195323944,35.252262115478516
vgsae_gamma=0.25_seed=0,0,0.25,650.0,-43.933326721191406,0.003,0.016318170353770256,0.13054536283016205,0.08670972287654877,4.186028480529785,-19.270360946655273,19.270360946655273,0.5232535600662231,0.2117081880569458,36.82307052612305
vgsae_gamma=0.25_seed=0,0,0.25,700.0,-44.16746139526367,0.003,0.015721119940280914,0.12576895952224731,0.08406347036361694,4.178865909576416,-19.219226837158203,19.219226837158203,0.522358238697052,0.21108455955982208,38.12565994262695
vgsae_gamma=0.25_seed=0,0,0.25,750.0,-44.371253967285156,0.003,0.015317080542445183,0.12253664433956146,0.08086609840393066,4.178588390350342,-19.17377281188965,19.17377281188965,0.5223235487937927,0.21053414046764374,39.33083724975586
vgsae_gamma=0.25_seed=0,0,0.25,799.0,-44.552001953125,0.003,0.014807425439357758,0.11845940351486206,0.07943789660930634,4.173809051513672,-19.130224227905273,19.130224227905273,0.521726131439209,0.20999951660633087,40.425010681152344
vgsae_gamma=0.5_seed=0,0,0.5,0.0,-19.18417739868164,0.003,0.18373121321201324,1.469849705696106,1.0048094987869263,1.9558169841766357,-11.753283500671387,11.753283500671387,0.12223856151103973,0.10632777959108353,3.2327682971954346
vgsae_gamma=0.5_seed=0,0,0.5,50.0,-23.362348556518555,0.003,0.11676442623138428,0.9341154098510742,0.8538631200790405,2.672538995742798,-14.048040390014648,14.048040390014648,0.16703370213508606,0.1352079063653946,4.4743266105651855
vgsae_gamma=0.5_seed=0,0,0.5,100.0,-29.141586303710938,0.003,0.07947985082864761,0.6358388066291809,0.5364598631858826,4.973293304443359,-18.751079559326172,18.751079559326172,0.31083083152770996,0.19940413534641266,6.824199676513672
vgsae_gamma=0.5_seed=0,0,0.5,150.0,-32.30586624145508,0.003,0.052245132625103,0.417961061000824,0.35467803478240967,6.9092559814453125,-20.51604461669922,20.51604461669922,0.43182846903800964,0.22550371289253235,10.35412311553955
vgsae_gamma=0.5_seed=0,0,0.5,200.0,-33.845703125,0.003,0.0386071652173996,0.3088573217391968,0.3059071898460388,7.069855690002441,-20.38789939880371,20.38789939880371,0.4418659806251526,0.22394081950187683,13.013113021850586
vgsae_gamma=0.5_seed=0,0,0.5,250.0,-34.931156158447266,0.003,0.031423747539520264,0.2513899803161621,0.2681533694267273,7.148676872253418,-20.205860137939453,20.205860137939453,0.4467923045158386,0.22160357236862183,15.398138046264648
vgsae_gamma=0.5_seed=0,0,0.5,300.0,-35.733646392822266,0.003,0.02779528498649597,0.22236227989196777,0.2369968444108963,7.1415815353393555,-20.016311645507812,20.016311645507812,0.4463489055633545,0.21912610530853271,17.415569305419922
vgsae_gamma=0.5_seed=0,0,0.5,350.0,-36.35666275024414,0.003,0.025665370747447014,0.2053229659795761,0.21165816485881805,7.143818378448486,-19.867233276367188,19.867233276367188,0.446488618850708,0.2172088921070099,19.18552017211914
vgsae_gamma=0.5_seed=0,0,0.5,400.0,-36.897430419921875,0.003,0.023463834077119827,0.18771067261695862,0.19689474999904633,7.104984283447266,-19.722585678100586,19.722585678100586,0.4440615177154541,0.21531185507774353,20.800537109375
vgsae_gamma=0.5_seed=0,0,0.5,450.0,-37.38526153564453,0.003,0.02159276232123375,0.17274209856987,0.1846449226140976,7.076970100402832,-19.5952091217041,19.5952091217041,0.442310631275177,0.2136622816324234,22.384693145751953
vgsae_gamma=0.5_seed=0,0,0.5,500.0,-37.83796691894531,0.003,0.020428497344255447,0.16342797875404358,0.17003831267356873,7.082246780395508,-19.498973846435547,19.498973846435547,0.44264042377471924,0.21245846152305603,23.99043083190918
vgsae_gamma=0.5_seed=0,0,0.5,550.0,-38.26026916503906,0.003,0.0190602894872427,0.1524823158979416,0.16105690598487854,7.036351680755615,-19.382444381713867,19.382444381713867,0.43977195024490356,0.21093732118606567,25.515148162841797
vgsae_gamma=0.5_seed=0,0,0.5,600.0,-38.66136169433594,0.003,0.017918042838573456,0.14334434270858765,0.15238738059997559,7.008838653564453,-19.288246154785156,19.288246154785156,0.4380524158477783,0.20973020792007446,27.051544189453125
vgsae_gamma=0.5_seed=0,0,0.5,650.0,-39.03057861328125,0.003,0.01697879657149315,0.1358303725719452,0.14421644806861877,6.984201908111572,-19.19685935974121,19.19685935974121,0.43651261925697327,0.2085629254579544,28.566652297973633
vgsae_gamma=0.5_seed=0,0,0.5,700.0,-39.38163375854492,0.003,0.016244936734437943,0.12995949387550354,0.13619393110275269,6.956369876861572,-19.113012313842773,19.113012313842773,0.43477314710617065,0.20749276876449585,30.057851791381836
vgsae_gamma=0.5_seed=0,0,0.5,750.0,-39.708106994628906,0.003,0.015578051097691059,0.12462440878152847,0.12914316356182098,6.936466217041016,-19.038349151611328,19.038349151611328,0.4335291385650635,0.20655317604541779,31.52490997314453
vgsae_gamma=0.5_seed=0,0,0.5,799.0,-40.00294876098633,0.003,0.014897888526320457,0.11918310821056366,0.1242593452334404,6.887777805328369,-18.95219612121582,18.95219612121582,0.43048611283302307,0.20542752742767334,32.861976623535156
vgsae_gamma=1.0_seed=0,0,1.0,0.0,-17.29424285888672,0.003,0.18497632443904877,1.4798105955123901,0.9728763103485107,3.9013988971710205,-11.737581253051758,11.737581253051758,0.12191871553659439,0.10615488141775131,3.2617287635803223
vgsae_gamma=1.0_seed=0,0,1.0,50.0,-20.36237335205078,0.003,0.12411005795001984,0.9928804636001587,0.8356049656867981,4.9648756980896,-13.519620895385742,13.519620895385742,0.1551523655653,0.1283555030822754,4.375205993652344
vgsae_gamma=1.0_seed=0,0,1.0,100.0,-24.463977813720703,0.003,0.08368070423603058,0.6694456338882446,0.5141026973724365,8.045028686523438,-17.22161102294922,17.22161102294922,0.2514071464538574,0.17780017852783203,6.759335517883301
vgsae_gamma=1.0_seed=0,0,1.0,150.0,-26.780887603759766,0.003,0.057115111500024796,0.45692089200019836,0.37198856472969055,10.134329795837402,-18.77853012084961,18.77853012084961,0.3166978061199188,0.19994139671325684,9.65123462677002
vgsae_gamma=1.0_seed=0,0,1.0,200.0,-28.121078491210938,0.003,0.04446302354335785,0.3557041883468628,0.3194403350353241,10.288715362548828,-18.631633758544922,18.631633758544922,0.3215223550796509,0.19812607765197754,11.84931468963623
vgsae_gamma=1.0_seed=0,0,1.0,250.0,-29.158422470092773,0.003,0.03624900430440903,0.2899920344352722,0.28386515378952026,10.341619491577148,-18.421512603759766,18.421512603759766,0.3231755793094635,0.19543683528900146,13.940751075744629
vgsae_gamma=1.0_seed=0,0,1.0,300.0,-30.001113891601562,0.003,0.0313895046710968,0.2511160373687744,0.25113505125045776,10.364188194274902,-18.220529556274414,18.220529556274414,0.3238808810710907,0.19287817180156708,15.9282865524292
vgsae_gamma=1.0_seed=0,0,1.0,350.0,-30.711246490478516,0.003,0.027958180755376816,0.22366544604301453,0.22526949644088745,10.372605323791504,-18.041301727294922,18.041301727294922,0.3241439163684845,0.19061312079429626,17.819955825805664
vgsae_gamma=1.0_seed=0,0,1.0,400.0,-31.316707611083984,0.003,0.02560141682624817,0.20481133460998535,0.20347873866558075,10.372658729553223,-17.887615203857422,17.887615203857422,0.3241455852985382,0.1886855512857437,19.593914031982422
vgsae_gamma=1.0_seed=0,0,1.0,450.0,-31.854272842407227,0.003,0.023473626002669334,0.18778900802135468,0.18807829916477203,10.334251403808594,-17.724838256835938,17.724838256835938,0.32294535636901855,0.18661700189113617,21.284107208251953
vgsae_gamma=1.0_seed=0,0,1.0,500.0,-32.32914352416992,0.003,0.021926797926425934,0.17541438341140747,0.17416727542877197,10.29750919342041,-17.582975387573242,17.582975387573242,0.3217971622943878,0.18482743203639984,22.884496688842773
vgsae_gamma=1.0_seed=0,0,1.0,550.0,-32.76463317871094,0.003,0.02075960859656334,0.1660768687725067,0.16096526384353638,10.27357292175293,-17.461345672607422,17.461345672607422,0.32104915380477905,0.18332117795944214,24.46167755126953
vgsae_gamma=1.0_seed=0,0,1.0,600.0,-33.156288146972656,0.003,0.01989833638072014,0.1591866910457611,0.148695707321167,10.254798889160156,-17.35125732421875,17.35125732421875,0.3204624652862549,0.18197199702262878,25.983943939208984
vgsae_gamma=1.0_seed=0,0,1.0,650.0,-33.51233673095703,0.003,0.01871652342379093,0.14973218739032745,0.14245590567588806,10.173089981079102,-17.207035064697266,17.207035064697266,0.3179090619087219,0.18012872338294983,27.379621505737305
vgsae_gamma=1.0_seed=0,0,1.0,700.0,-33.83019256591797,0.003,0.018068458884954453,0.14454767107963562,0.1337229609489441,10.145832061767578,-17.107202529907227,17.107202529907227,0.3170572519302368,0.1789059042930603,28.748991012573242
vgsae_gamma=1.0_seed=0,0,1.0,750.0,-34.121280670166016,0.003,0.017349038273096085,0.13879230618476868,0.12750807404518127,10.090648651123047,-16.99135398864746,16.99135398864746,0.3153327703475952,0.17745284736156464,30.041263580322266
vgsae_gamma=1.0_seed=0,0,1.0,799.0,-34.38144302368164,0.003,0.016834396868944168,0.13467517495155334,0.12130509316921234,10.041810989379883,-16.88648223876953,16.88648223876953,0.31380659341812134,0.17614302039146423,31.25240707397461
vgsae_gamma=1.5_seed=0,0,1.5,0.0,-15.500011444091797,0.003,0.17301607131958008,1.3841285705566406,1.0161919593811035,5.819376468658447,-11.688673973083496,11.688673973083496,0.12123700976371765,0.10557714104652405,3.332888126373291
vgsae_gamma=1.5_seed=0,0,1.5,50.0,-17.92184066772461,0.003,0.1172524094581604,0.9380192756652832,0.8450027704238892,6.5440168380737305,-12.456802368164062,12.456802368164062,0.13633368909358978,0.11522410809993744,4.486764430999756
vgsae_gamma=1.5_seed=0,0,1.5,100.0,-20.717357635498047,0.003,0.08115749806165695,0.6492599844932556,0.5683964490890503,8.955394744873047,-14.61264419555664,14.61264419555664,0.18657073378562927,0.14302131533622742,6.569998264312744
vgsae_gamma=1.5_seed=0,0,1.5,150.0,-22.768741607666016,0.003,0.057258859276771545,0.45807087421417236,0.42253392934799194,10.51636028289795,-15.632396697998047,15.632396697998047,0.21909084916114807,0.15671469271183014,9.08466625213623
vgsae_gamma=1.5_seed=0,0,1.5,200.0,-24.19147491455078,0.003,0.04412811994552612,0.353024959564209,0.3541802763938904,10.762491226196289,-15.546958923339844,15.546958923339844,0.22421856224536896,0.15587395429611206,11.3121337890625
vgsae_gamma=1.5_seed=0,0,1.5,250.0,-25.287694931030273,0.003,0.036739248782396317,0.29391399025917053,0.3016906678676605,10.856023788452148,-15.362760543823242,15.362760543823242,0.22616715729236603,0.15374723076820374,13.43172836303711
vgsae_gamma=1.5_seed=0,0,1.5,300.0,-26.1724853515625,0.003,0.03212437406182289,0.25699499249458313,0.26279217004776,10.825796127319336,-15.128060340881348,15.128060340881348,0.22553741931915283,0.15093809366226196,15.390915870666504
vgsae_gamma=1.5_seed=0,0,1.5,350.0,-26.94245147705078,0.003,0.028637152165174484,0.22909721732139587,0.2329334169626236,10.781379699707031,-14.91130542755127,14.91130542755127,0.2246120572090149,0.1483531892299652,17.314868927001953
vgsae_gamma=1.5_seed=0,0,1.5,400.0,-27.637008666992188,0.003,0.025629987940192223,0.20503990352153778,0.21101370453834534,10.718207359313965,-14.704153060913086,14.704153060913086,0.22329597175121307,0.14588013291358948,19.228290557861328
vgsae_gamma=1.5_seed=0,0,1.5,450.0,-28.250898361206055,0.003,0.023257525637745857,0.18606020510196686,0.19303643703460693,10.66500473022461,-14.52065658569336,14.52065658569336,0.2221876084804535,0.14370942115783691,21.102798461914062
vgsae_gamma=1.5_seed=0,0,1.5,500.0,-28.803287506103516,0.003,0.02157771959900856,0.17262175679206848,0.1758202612400055,10.62144660949707,-14.354934692382812,14.354934692382812,0.22128011286258698,0.14176490902900696,22.959341049194336
vgsae_gamma=1.5_seed=0,0,1.5,550.0,-29.302001953125,0.003,0.02013242617249489,0.1610594093799591,0.1618131399154663,10.57638931274414,-14.19887924194336,14.19887924194336,0.22034141421318054,0.13993865251541138,24.777576446533203
vgsae_gamma=1.5_seed=0,0,1.5,600.0,-29.754798889160156,0.003,0.01899656653404236,0.15197253227233887,0.14933151006698608,10.522164344787598,-14.044346809387207,14.044346809387207,0.21921175718307495,0.1381276249885559,26.551254272460938
vgsae_gamma=1.5_seed=0,0,1.5,650.0,-30.150657653808594,0.003,0.017969654873013496,0.14375723898410797,0.13980785012245178,10.467901229858398,-13.900519371032715,13.900519371032715,0.2180812656879425,0.1364426612854004,28.212215423583984
vgsae_gamma=1.5_seed=0,0,1.5,700.0,-30.503000259399414,0.003,0.01734396256506443,0.13875170052051544,0.129625603556633,10.435400009155273,-13.779975891113281,13.779975891113281,0.21740415692329407,0.13505229353904724,29.808780670166016
vgsae_gamma=1.5_seed=0,0,1.5,750.0,-30.81011199951172,0.003,0.016511952504515648,0.13209562003612518,0.12369527667760849,10.388710021972656,-13.65613079071045,13.65613079071045,0.21643145382404327,0.13360798358917236,31.27554702758789
vgsae_gamma=1.5_seed=0,0,1.5,799.0,-31.09189796447754,0.003,0.016166893765330315,0.12933515012264252,0.11528727412223816,10.371841430664062,-13.563892364501953,13.563892364501953,0.21608000993728638,0.13256029784679413,32.70346450805664
vgsae_gamma=2.0_seed=0,0,2.0,0.0,-13.637297630310059,0.003,0.16828948259353638,1.346315860748291,1.029954433441162,7.809008598327637,-11.735031127929688,11.735031127929688,0.12201575934886932,0.10614422708749771,3.3666203022003174
vgsae_gamma=2.0_seed=0,0,2.0,50.0,-15.872323036193848,0.003,0.1284918636083603,1.0279349088668823,0.7461581826210022,7.223977088928223,-11.047082901000977,11.047082901000977,0.11287462711334229,0.09836694598197937,4.509346008300781
vgsae_gamma=2.0_seed=0,0,2.0,100.0,-18.19257354736328,0.003,0.08940239995718002,0.7152191996574402,0.5419353246688843,8.176411628723145,-11.564258575439453,11.564258575439453,0.12775641679763794,0.1053859144449234,6.363577842712402
vgsae_gamma=2.0_seed=0,0,2.0,150.0,-20.014827728271484,0.003,0.06537945568561554,0.5230356454849243,0.41311830282211304,9.343101501464844,-12.194596290588379,12.194596290588379,0.1459859311580658,0.11345578730106354,8.545602798461914
vgsae_gamma=2.0_seed=0,0,2.0,200.0,-21.41973114013672,0.003,0.05016122758388519,0.40128982067108154,0.3457615375518799,9.787917137145996,-12.23914623260498,12.23914623260498,0.152936190366745,0.11435608565807343,10.708767890930176
vgsae_gamma=2.0_seed=0,0,2.0,250.0,-22.578353881835938,0.003,0.04072435945272446,0.32579487562179565,0.29415008425712585,9.999441146850586,-12.117264747619629,12.117264747619629,0.1562412828207016,0.11322301626205444,12.904372215270996
vgsae_gamma=2.0_seed=0,0,2.0,300.0,-23.520084381103516,0.003,0.03469213843345642,0.27753710746765137,0.2556909918785095,10.06746768951416,-11.92156982421875,11.92156982421875,0.15730419754981995,0.11116534471511841,15.002962112426758
vgsae_gamma=2.0_seed=0,0,2.0,350.0,-24.282766342163086,0.003,0.030573710799217224,0.2445896863937378,0.22779567539691925,10.071142196655273,-11.718694686889648,11.718694686889648,0.15736159682273865,0.10898439586162567,16.935325622558594
vgsae_gamma=2.0_seed=0,0,2.0,400.0,-24.9189453125,0.003,0.028100650757551193,0.22480520606040955,0.20208844542503357,10.069847106933594,-11.543498039245605,11.543498039245605,0.1573413610458374,0.10711126029491425,18.74003028869629
vgsae_gamma=2.0_seed=0,0,2.0,450.0,-25.49186134338379,0.003,0.025633491575717926,0.2050679326057434,0.18465712666511536,10.044346809387207,-11.362166404724121,11.362166404724121,0.1569429337978363,0.10516013205051422,20.527292251586914
vgsae_gamma=2.0_seed=0,0,2.0,500.0,-26.028770446777344,0.003,0.023658566176891327,0.18926852941513062,0.1685134470462799,10.02107048034668,-11.191656112670898,11.191656112670898,0.15657924115657806,0.10334017872810364,22.359987258911133
vgsae_gamma=2.0_seed=0,0,2.0,550.0,-26.55734634399414,0.003,0.021689288318157196,0.17351430654525757,0.1559087485074997,9.97698974609375,-11.01550579071045,11.01550579071045,0.15589047968387604,0.10144901275634766,24.284881591796875
vgsae_gamma=2.0_seed=0,0,2.0,600.0,-27.026609420776367,0.003,0.01998346857726574,0.15986774861812592,0.14636081457138062,9.922889709472656,-10.846578598022461,10.846578598022461,0.15504515171051025,0.09963861107826233,26.124277114868164
vgsae_gamma=2.0_seed=0,0,2.0,650.0,-27.441226959228516,0.003,0.018883313983678818,0.15106651186943054,0.13579297065734863,9.878889083862305,-10.694480895996094,10.694480895996094,0.1543576419353485,0.09801838546991348,27.88821792602539
vgsae_gamma=2.0_seed=0,0,2.0,700.0,-27.8061466217041,0.003,0.017994951456785202,0.14395961165428162,0.12701046466827393,9.816543579101562,-10.541183471679688,10.541183471679688,0.15338349342346191,0.09638333320617676,29.523555755615234
vgsae_gamma=2.0_seed=0,0,2.0,750.0,-28.141006469726562,0.003,0.017128966748714447,0.13703173398971558,0.11987458914518356,9.77790641784668,-10.411029815673828,10.411029815673828,0.15277978777885437,0.09501665830612183,31.13975715637207
vgsae_gamma=2.0_seed=0,0,2.0,799.0,-28.434310913085938,0.003,0.01656392402946949,0.13251139223575592,0.11263958364725113,9.743879318237305,-10.295610427856445,10.295610427856445,0.1522480994462967,0.09380726516246796,32.63294982910156
vgsae_gamma=3.0_seed=0,0,3.0,0.0,-9.52439022064209,0.003,0.18583586812019348,1.4866869449615479,0.953006386756897,11.74720573425293,-11.771041870117188,11.771041870117188,0.12236672639846802,0.10650290548801422,3.2791008949279785
vgsae_gamma=3.0_seed=0,0,3.0,50.0,-12.411556243896484,0.003,0.15408197045326233,1.2326557636260986,0.6098145246505737,9.608396530151367,-10.27327823638916,10.27327823638916,0.10008746385574341,0.089204341173172,4.341996669769287
vgsae_gamma=3.0_seed=0,0,3.0,100.0,-14.385124206542969,0.003,0.12597878277301788,1.007830262184143,0.43823227286338806,8.471487045288086,-9.171833038330078,9.171833038330078,0.08824465423822403,0.07782171666622162,5.532264709472656
vgsae_gamma=3.0_seed=0,0,3.0,150.0,-15.880395889282227,0.003,0.09522326290607452,0.7617861032485962,0.3875666558742523,8.602109909057617,-8.960565567016602,8.960565567016602,0.08960531651973724,0.07619273662567139,6.960439205169678
vgsae_gamma=3.0_seed=0,0,3.0,200.0,-17.316219329833984,0.003,0.0708838552236557,0.5670708417892456,0.3486914038658142,8.84839916229248,-8.825098991394043,8.825098991394043,0.0921708196401596,0.07521927356719971,8.735892295837402
vgsae_gamma=3.0_seed=0,0,3.0,250.0,-18.54694366455078,0.003,0.05672192946076393,0.45377543568611145,0.2987683415412903,9.027349472045898,-8.664390563964844,8.664390563964844,0.09403489530086517,0.07385917007923126,10.63061237335205
vgsae_gamma=3.0_seed=0,0,3.0,300.0,-19.589759826660156,0.003,0.047317586839199066,0.37854069471359253,0.25906193256378174,9.133201599121094,-8.487107276916504,8.487107276916504,0.09513752907514572,0.07224833965301514,12.547000885009766
vgsae_gamma=3.0_seed=0,0,3.0,350.0,-20.516523361206055,0.003,0.040620677173137665,0.3249654173851013,0.22676455974578857,9.184123992919922,-8.30754280090332,8.30754280090332,0.09566795080900192,0.07057905197143555,14.499844551086426
vgsae_gamma=3.0_seed=0,0,3.0,400.0,-21.330427169799805,0.003,0.03531808406114578,0.28254467248916626,0.20332445204257965,9.231988906860352,-8.152355194091797,8.152355194091797,0.09616656601428986,0.06913715600967407,16.46533966064453
vgsae_gamma=3.0_seed=0,0,3.0,450.0,-21.998903274536133,0.003,0.03226736560463905,0.2581389248371124,0.17968788743019104,9.234270095825195,-7.99018669128418,7.99018669128418,0.09619031846523285,0.067597396671772,18.272064208984375
vgsae_gamma=3.0_seed=0,0,3.0,500.0,-22.55912208557129,0.003,0.029832053929567337,0.2386564314365387,0.16246753931045532,9.235952377319336,-7.851664066314697,7.851664066314697,0.09620783478021622,0.06628589332103729,19.943960189819336
vgsae_gamma=3.0_seed=0,0,3.0,550.0,-23.078006744384766,0.003,0.027657093480229378,0.22125674784183502,0.1488053798675537,9.2307710647583,-7.7205705642700195,7.7205705642700195,0.0961538702249527,0.06505084782838821,21.617990493774414
vgsae_gamma=3.0_seed=0,0,3.0,600.0,-23.545711517333984,0.003,0.02588123455643654,0.2070498764514923,0.1371493935585022,9.221384048461914,-7.599287986755371,7.599287986755371,0.09605607390403748,0.06391828507184982,23.242351531982422
vgsae_gamma=3.0_seed=0,0,3.0,650.0,-23.980499267578125,0.003,0.024231653660535812,0.1938532292842865,0.12784504890441895,9.218806266784668,-7.490643501281738,7.490643501281738,0.09602923691272736,0.06291216611862183,24.86802101135254
vgsae_gamma=3.0_seed=0,0,3.0,700.0,-24.371746063232422,0.003,0.022769322618842125,0.182154580950737,0.12041991949081421,9.213768005371094,-7.386558532714844,7.386558532714844,0.09597674757242203,0.06194993481040001,26.439769744873047
