method,method_label,control_name,control_value,rho_model,generalization_error,reconstruction_error,clean_reconstruction_error,explained_variance,reconstruction_mse,selection_error,mask_uncertainty,paper_style_sigma_sel,support_precision,support_recall,support_f1,support_average_precision,support_roc_auc,decoder_recovery_cosine,dead_fraction,amplitude_shrinkage,mean_activation,average_l0,expected_l0,l1_raw_relu_rho_model,l1_raw_relu_selection_error,l1_raw_relu_sigma_sel,l1_gmm_threshold,l1_raw_relu_density,n_seeds
l1,L1-ReLU,l1_coefficient,0.01,0.32999267578125,1.0114177543781215,0.06796776205301285,0.06796776205301285,0.9948562979698181,0.0019463406410068274,0.307958984375,0.0,0.21028468608856202,0.1850166260317952,0.61021798586063,0.283832234774635,0.15210922152259765,0.6556948118109913,0.6434742093086243,0.0,1.2056033160931456,0.1886927843093872,10.559765625,10.559765625,0.570703125,0.52391357421875,0.22410664558410645,0.13656400442123412,0.570703125,5
l1,L1-ReLU,l1_coefficient,0.001,0.333154296875,1.2830700599459122,0.062413514405488965,0.062413514405488965,0.9956226944923401,0.0016539643285796047,0.31741943359375,0.0,0.18545455932617189,0.17395587922027042,0.5778704932738108,0.26721771286620954,0.14292932441620182,0.6359922971993631,0.6002859354019165,0.00625,2.880050947577882,0.3616566061973572,10.6609375,10.6609375,0.80184326171875,0.7333740234375,0.0673781156539917,0.3918356657028198,0.80184326171875,5
l1,L1-ReLU,l1_coefficient,0.0003,0.36494140625,1.522326998192995,0.0607960470020771,0.0607960470020771,0.9958584427833557,0.00156377456150949,0.35164794921875,0.0,0.17941417694091796,0.15639562116860828,0.5665157500121137,0.24474836763122298,0.1319459280351452,0.6119901530456582,0.5824884533882141,0.0,3.4769261408505665,0.4551378726959229,11.678125,11.678125,0.80208740234375,0.7372314453125,0.038094496726989745,0.4777034103870392,0.80208740234375,5
l1,L1-ReLU,l1_coefficient,3e-07,0.3813232421875,1.7096255540801075,0.05580780878663063,0.05580780878663063,0.9964183330535888,0.0013456891058012844,0.36927490234375,0.0,0.1816488742828369,0.14788720911793768,0.5603544356735125,0.23373152417945758,0.12705078808580522,0.5994861031605874,0.5807319045066833,0.0125,6.444428743051384,0.5383801221847534,12.20234375,12.20234375,0.79852294921875,0.73623046875,0.028571534156799316,0.5675388634204864,0.79852294921875,5
l1,L1-ReLU,l1_coefficient,1e-05,0.39833984375,1.6782622178156141,0.06087851747870445,0.06087851747870445,0.9957493782043457,0.0016005421988666058,0.38052978515625,0.0,0.16965103149414062,0.14856477606471868,0.5885673394012463,0.23692449773995441,0.1284707895585698,0.6056914721021599,0.5787834405899048,0.00625,3.3192411609541908,0.5325655937194824,12.746875,12.746875,0.801123046875,0.73736572265625,0.03425579071044922,0.5360175728797912,0.801123046875,5
l1,L1-ReLU,l1_coefficient,1e-06,0.40010986328125,1.7084234907047968,0.05584603548049927,0.05584603548049927,0.9965290784835815,0.0013118244241923094,0.3826904296875,0.0,0.18782894611358641,0.1474539487833984,0.5865940901618567,0.2353535623805833,0.12787138880367688,0.6036339466415919,0.5644927382469177,0.00625,2.7207159221654735,0.5475469470024109,12.803515625,12.803515625,0.8351806640625,0.76705322265625,0.032448101043701175,0.5479002714157104,0.8351806640625,5
l1,L1-ReLU,l1_coefficient,3e-06,0.40048828125,1.7226287703114864,0.06361639574170112,0.06361639574170112,0.9954061508178711,0.0017318720929324627,0.38646240234375,0.0,0.18130288124084473,0.14253855387110498,0.5697436537316107,0.2279452285190186,0.12440726466093084,0.5940573060293957,0.5840644359588623,0.0,2.7650750406799074,0.5498603761196137,12.815625,12.815625,0.82706298828125,0.759912109375,0.028095221519470213,0.5485672950744629,0.82706298828125,5
l1,L1-ReLU,l1_coefficient,0.003,0.40423583984375,1.1251846989517624,0.06915131583809853,0.06915131583809853,0.994470739364624,0.0020890334621071816,0.374267578125,0.0,0.2045490026473999,0.16205721769773926,0.6491784712681348,0.25897047308806104,0.1403429813557342,0.6360894727783803,0.6064836025238037,0.00625,3.770558424733808,0.26800066232681274,12.935546875,12.935546875,0.73580322265625,0.6751953125,0.1271362543106079,0.19795310199260713,0.73580322265625,5
l1,L1-ReLU,l1_coefficient,1e-07,0.4075439453125,1.67131638691104,0.0624536357820034,0.0624536357820034,0.995602011680603,0.0016649517929181457,0.38624267578125,0.0,0.1814267158508301,0.1501123699965494,0.6062119175115084,0.24031918460794027,0.1305315657087797,0.610403538471473,0.5809274673461914,0.00625,6.090146174903424,0.5382216691970825,13.04140625,13.04140625,0.83212890625,0.76314697265625,0.028824853897094726,0.533934211730957,0.83212890625,5
l1,L1-ReLU,l1_coefficient,0.0001,0.4287353515625,1.614566277611468,0.06257174536585808,0.06257174536585808,0.9955705285072327,0.001671255170367658,0.41158447265625,0.0,0.16264839172363282,0.1384794457835453,0.5848525774371962,0.2233726588148023,0.12261840752492748,0.5867456231276893,0.5950941801071167,0.0,3.7278155059481457,0.4912037909030914,13.71953125,13.71953125,0.803173828125,0.74288330078125,0.04475436210632324,0.4495450735092163,0.803173828125,5
l1,L1-ReLU,l1_coefficient,3e-05,0.45323486328125,1.6941298270830412,0.05438980534672737,0.05438980534672737,0.9967087984085083,0.0012438648380339145,0.432861328125,0.0,0.16550285816192628,0.13781373104501077,0.6024579227111818,0.22227964747569479,0.12172470153735035,0.582961037508164,0.5813937544822693,0.00625,1.1375217681628533,0.5335671663284302,14.503515625,14.503515625,0.8078857421875,0.74393310546875,0.03376979827880859,0.48774911761283873,0.8078857421875,5
topk,TopK,k,1.0,0.03125,0.9683320903244377,0.6749413847923279,0.6749413847923279,0.4957447052001953,0.19143623113632202,0.10189208984375,0.0,0.028309345245361328,0.472265625,0.1474368417941252,0.22470437531728696,0.15566629505702217,0.5645544880000385,0.646433699131012,0.59375,0.577568666431339,0.04831379055976868,1.0,1.0,,,,,,5
topk,TopK,k,2.0,0.0625,0.8913522526280655,0.5210695445537568,0.5210695445537568,0.6997439742088318,0.11387664526700973,0.10487060546875,0.0,0.05461630821228027,0.4623046875,0.28876109033358854,0.3554529933105465,0.2053348058977554,0.6257061154010182,0.7246374487876892,0.40625,1.478667523074612,0.07302830815315246,2.0,2.0,,,,,,5
topk,TopK,k,3.0,0.09375,0.8651614346633378,0.4125075161457062,0.4125075161457062,0.8114964842796326,0.07135577574372291,0.11678466796875,0.0,0.07863883972167969,0.411328125,0.3855858359196988,0.3980057015661722,0.22145539398872222,0.6621246744620419,0.7692847609519958,0.3,0.8719651967043799,0.0898586392402649,3.0,3.0,,,,,,5
topk,TopK,k,4.0,0.125,0.8086656515618756,0.34857240319252014,0.34857240319252014,0.8658163547515869,0.05073869824409485,0.13250732421875,0.0,0.10164794921875,0.37060546875,0.46245345880934785,0.4114337529063851,0.2260540153857203,0.6875122179073674,0.7866670727729798,0.16875,1.499833731447945,0.1026358187198639,4.0,4.0,,,,,,5
topk,TopK,k,5.0,0.15625,0.9001091723746615,0.309653502702713,0.309653502702713,0.8941192507743836,0.04012568071484566,0.16368408203125,0.0,0.11796903610229492,0.29671875000000003,0.46325703816396596,0.36170969990902657,0.19209683480501077,0.6705675267091988,0.7262377262115478,0.20625,1.21431907126288,0.11982235312461853,5.0,5.0,,,,,,5
topk,TopK,k,6.0,0.1875,0.9157152668914449,0.27032856941223143,0.27032856941223143,0.9192560315132141,0.03058997094631195,0.18536376953125,0.0,0.1344963550567627,0.2727864583333333,0.5109686790078357,0.35565673154939725,0.18897587467295493,0.6797185143577034,0.725306761264801,0.1125,1.1282574624889323,0.1313797190785408,6.0,6.0,,,,,,5
topk,TopK,k,7.0,0.21875,1.033898301008645,0.2495519131422043,0.2495519131422043,0.9312614560127258,0.02602579817175865,0.22235107421875,0.0,0.14996161460876464,0.220703125,0.48189725138674955,0.3027280047748676,0.1585588363342333,0.6462271049798117,0.6793709397315979,0.0875,1.0738322791986366,0.14717882573604585,7.0,7.0,,,,,,5
topk,TopK,k,8.0,0.25,1.0121130588640725,0.2152121216058731,0.2152121216058731,0.9488314151763916,0.0193597000092268,0.24576416015625,0.0,0.16312737464904786,0.2087890625,0.5211178662440829,0.2981086088691659,0.1573844138774283,0.6506500118251511,0.6509391069412231,0.05625,1.0665830010890776,0.15757688581943513,8.0,8.0,,,,,,5
topk,TopK,k,9.0,0.28125,1.074352012192238,0.18929157555103301,0.18929157555103301,0.9603806972503662,0.015025343745946884,0.27608642578125,0.0,0.16669988632202148,0.18723958333333332,0.525667433696742,0.27610597443719154,0.14625581650667457,0.6358188161863235,0.638699746131897,0.03125,1.3418933841242577,0.17244925796985627,9.0,9.0,,,,,,5
topk,TopK,k,10.0,0.3125,1.1581401275843728,0.15754406452178954,0.15754406452178954,0.9725311160087585,0.010405573435127735,0.31495361328125,0.0,0.17203068733215332,0.15632812499999998,0.48731400960219046,0.23670370415894526,0.12816541276061458,0.5971634552388709,0.5972776055335999,0.0125,1.522164909325466,0.18877267837524414,10.0,10.0,,,,,,5
topk,TopK,k,11.0,0.34375,1.1964379554447802,0.13129375278949737,0.13129375278949737,0.9809034585952758,0.007236700039356947,0.34227294921875,0.0,0.1742607593536377,0.1478338068181818,0.5074576779666087,0.22895113603891531,0.12438794717209882,0.5909599475119192,0.5808718085289002,0.01875,1.1207701594680746,0.20528150200843812,11.0,11.0,,,,,,5
topk,TopK,k,12.0,0.375,1.2355379144743144,0.11646146476268768,0.11646146476268768,0.9848985195159912,0.0057119326665997505,0.36917724609375,0.0,0.16175880432128906,0.14130859375,0.5281443025617432,0.22295001906548845,0.12265196252105137,0.5851526022835822,0.5834899425506592,0.025,2.3993450497239293,0.22983294129371643,12.0,12.0,,,,,,5
topk,TopK,k,13.0,0.40625,1.286568775783762,0.09257738143205643,0.09257738143205643,0.9904653429985046,0.0035968538373708724,0.40653076171875,0.0,0.16450924873352052,0.12292668269230769,0.49838624689100974,0.19720058564221982,0.11160884914966593,0.5512091766965765,0.5544843316078186,0.025,0.6408243012514518,0.24063069224357606,13.0,13.0,,,,,,5
topk,TopK,k,14.0,0.4375,1.3863895573885263,0.08755398988723755,0.08755398988723755,0.9914301633834839,0.0032566103851422667,0.43431396484375,0.0,0.14034490585327147,0.11810825892857142,0.516094116892115,0.19221536186665636,0.10951985001479095,0.5436596237408367,0.5604209423065185,0.00625,1.5768625734301271,0.2747753918170929,14.0,14.0,,,,,,5
topk,TopK,k,15.0,0.46875,1.466222954437132,0.07335750609636307,0.07335750609636307,0.9939676523208618,0.0022896007169038056,0.46446533203125,0.0,0.12800440788269044,0.11140625,0.5219695358341603,0.1836118353327756,0.10660754155943078,0.5295359324176859,0.5609391927719116,0.00625,1.7542951176102424,0.3068964421749115,15.0,15.0,,,,,,5
topk,TopK,k,16.0,0.5,1.5102850707241025,0.07276994809508323,0.07276994809508323,0.9940062403678894,0.002252096892334521,0.49019775390625,0.0,0.12000970840454102,0.1099609375,0.5488487106337515,0.18320666769776467,0.10577957307452232,0.527148276521612,0.5639810919761657,0.0,1.6189396470187076,0.3292406439781189,16.0,16.0,,,,,,5
vgsae,VG-SAE,gamma,12.0,0.0032630922781440043,0.9484469576534735,0.8821442484855652,0.8821442484855652,0.13989166021347046,0.3262390851974487,0.09986832213836289,0.0019307752275511659,0.003234281953579405,0.8183997531365952,0.013702615955600675,0.02689733239027674,0.1745123348890171,0.5115854415621208,0.6085399508476257,0.0,0.020551152022644795,0.007487124484032393,0.053125,0.10441895290060814,,,,,,5
vgsae,VG-SAE,gamma,10.0,0.005477790032711559,0.9357324507090524,0.8456326127052307,0.8456326127052307,0.20880503654479982,0.3002247393131256,0.0996953492506368,0.0029662493999751765,0.00540090151105392,0.7657810722629464,0.023840117800255967,0.04609206850642189,0.19155736564274298,0.5277942689912776,0.6199374079704285,0.0,0.03593784457285509,0.011864910088479518,0.099609375,0.17528928104676988,,,,,,5
vgsae,VG-SAE,gamma,9.0,0.009237253328871809,0.9127705851690611,0.7959583759307861,0.7959583759307861,0.2979719042778015,0.266431725025177,0.09914867803740215,0.0044699518779119166,0.00905609016926358,0.7159804582210242,0.04258674024708352,0.08013316502058072,0.23172968941058708,0.5685579123115195,0.6740679979324341,0.0,-0.013622700567189061,0.019559722393751144,0.188671875,0.2955921065238979,,,,,,5
vgsae,VG-SAE,gamma,8.0,0.014977236518698783,0.8831030974455624,0.7255805611610413,0.7255805611610413,0.4125825524330139,0.22327060699462892,0.09798077582051509,0.006453348180986654,0.014547441874307131,0.7172366017479984,0.07478325487811635,0.13512160989324398,0.27477514066071584,0.6060718967854565,0.7211965441703796,0.0,0.15267039483052874,0.02993478700518608,0.33203125,0.47927156859836106,,,,,,5
vgsae,VG-SAE,gamma,7.0,0.024716215156555008,0.8390757916165011,0.6017632126808167,0.6017632126808167,0.5985897302627563,0.15226085036993026,0.09754101959675313,0.009740493127246707,0.023702308112371572,0.6677852044733743,0.12093928384896664,0.20436233296315387,0.31804936347690665,0.6521787318181236,0.7512023329734803,0.0,0.23401946778108554,0.04417028576135636,0.5765625,0.7909188850097602,,,,,,5
vgsae,VG-SAE,gamma,6.0,0.035336807249804925,0.7940108679845663,0.5221888482570648,0.5221888482570648,0.6987912058830261,0.11411045044660569,0.09732095167315524,0.013414793156295873,0.03345087497379467,0.67378122991065,0.17701992013202497,0.2801010569128704,0.34923521699851146,0.673521260910159,0.7987820148468018,0.0,0.36729332184829905,0.056064410507678984,0.84609375,1.1307778319937574,,,,,,5
vgsae,VG-SAE,gamma,5.0,0.05239774804321784,0.7387975375026751,0.43755385279655457,0.43755385279655457,0.7885353803634644,0.08004028946161271,0.09881561946576305,0.01882603476092846,0.048680784497867426,0.6352094369735344,0.25149397862252404,0.36006920077179466,0.3949421532248336,0.7188119675627671,0.8378709554672241,0.0,0.5407149165530588,0.07027712762355805,1.271484375,1.6767279373829713,,,,,,5
vgsae,VG-SAE,gamma,4.0,0.07476884769343156,0.6643923237231308,0.3787413477897644,0.3787413477897644,0.8415017247200012,0.05998750478029251,0.10341674589675827,0.027315970662672846,0.06807502689483398,0.6110075431357899,0.33903439901707394,0.43575622871885045,0.44293054744260757,0.7707751911507705,0.8838685750961304,0.0,0.5338654837029808,0.0815263032913208,1.7828125,2.39260312618981,,,,,,5
vgsae,VG-SAE,gamma,3.5,0.08739772627746338,0.6570658084730866,0.36694611310958863,0.36694611310958863,0.8508393883705139,0.05629624351859093,0.10865642208686921,0.03286668523307849,0.07846395410623172,0.5962685954513798,0.3764358795448727,0.46024822090098894,0.4556505368159921,0.7849571914725069,0.8807294726371765,0.0,0.7340428841407153,0.08744960874319077,2.046484375,2.796727240878828,,,,,,5
vgsae,VG-SAE,gamma,3.0,0.10416358817571854,0.61861453849459,0.3483585715293884,0.3483585715293884,0.8659451365470886,0.05071865618228912,0.11725774083775056,0.04037323210917976,0.09200422667472252,0.5574296367856435,0.41602665841478526,0.47598737320126705,0.45997126948608996,0.790166168978906,0.8969991326332092,0.0,0.7637016193226827,0.09092207700014114,2.399609375,3.3332348216229932,,,,,,5
vgsae,VG-SAE,gamma,2.5,0.12874440274564308,0.6191486347974232,0.33730647563934324,0.33730647563934324,0.8740885138511658,0.04756135791540146,0.13281821354812803,0.05183467949891586,0.1105651248340799,0.5151620454025955,0.460126114709012,0.4854024718967958,0.45560434266050154,0.7968438321864454,0.8968596816062927,0.0,0.710522601035225,0.09783858805894852,2.871484375,4.119820887860579,,,,,,5
vgsae,VG-SAE,gamma,2.0,0.16925761523988808,0.6492746764046865,0.3148824334144592,0.3148824334144592,0.8904180765151978,0.04143394753336906,0.16372986109929388,0.07233083306436298,0.13880815185873682,0.45519864178553,0.5081865694951735,0.4798364389120481,0.439297365500421,0.7950064841977065,0.8826160669326782,0.0,0.8798620617016535,0.10620741844177246,3.584765625,5.416243687676418,,,,,,5
vgsae,VG-SAE,gamma,1.75,0.2062126061455706,0.7258004875005053,0.2969497084617615,0.2969497084617615,0.9026158332824707,0.03686690106987953,0.196088339443298,0.08825801107186572,0.16131853120195838,0.39581424838518187,0.5259184060925518,0.45150805951186285,0.395785087049947,0.787305784324532,0.8312004089355469,0.0,0.8508640094110081,0.11803316473960876,4.266015625,6.598803396658259,,,,,,5
