run_id,seed,method,method_label,control_name,control_value,rho_model,generalization_error,reconstruction_error,clean_reconstruction_error,explained_variance,reconstruction_mse,selection_error,mask_uncertainty,paper_style_sigma_sel,support_precision,support_recall,support_f1,support_average_precision,support_roc_auc,decoder_recovery_cosine,dead_fraction,amplitude_shrinkage,mean_activation,average_l0,expected_l0,l1_raw_relu_rho_model,l1_raw_relu_selection_error,l1_raw_relu_sigma_sel,l1_gmm_threshold,l1_raw_relu_density
gated_l1_coefficient=0.05_seed=1,1,gated,Gated,l1_coefficient,0.05,0.06786093216908526,1.1571531259313625,0.30624765157699585,0.30624765157699585,0.8938934803009033,0.03851713985204697,0.14863989409033238,0.06025903010097438,0.0628755611193737,0.6046511627906976,0.01591187270501836,0.031007751937984496,0.1929741066602348,0.593032155674958,0.6515865325927734,0.0,1.1582615186026552,0.294187068939209,0.083984375,2.1715498294107283,,,,,
gated_l1_coefficient=0.05_seed=4,4,gated,Gated,l1_coefficient,0.05,0.06861298573290814,1.2613981584422895,0.3628265857696533,0.3628265857696533,0.8507909774780273,0.05683567002415657,0.1503859086936728,0.05994350970184818,0.06304249762256882,0.5833333333333334,0.025377643504531724,0.04863925883034163,0.17602747625899595,0.5510578325555007,0.6045435667037964,0.0,0.8794158141319671,0.2988409399986267,0.140625,2.1956155434530604,,,,,
gated_l1_coefficient=0.05_seed=3,3,gated,Gated,l1_coefficient,0.05,0.07029241171993787,1.1290246302053741,0.26405319571495056,0.26405319571495056,0.9209670424461365,0.030389629304409027,0.15161019507685497,0.0604256841315927,0.06451927119749477,0.45977011494252873,0.02373887240356083,0.04514672686230249,0.19914532939978669,0.5962550592371593,0.6582879424095154,0.0,3.1210069785926438,0.2918548583984375,0.169921875,2.249357175038012,,,,,
gated_l1_coefficient=0.05_seed=0,0,gated,Gated,l1_coefficient,0.05,0.07392725842192482,1.0374470888387617,0.40887612104415894,0.40887612104415894,0.82366943359375,0.06521660089492798,0.14712850350164053,0.06347487800934046,0.06809002402974743,0.6470588235294118,0.0414572864321608,0.0779220779220779,0.23840155383541334,0.6594629150688542,0.6491816639900208,0.0,7.49707381652611,0.27459704875946045,0.19921875,2.3656722695015944,,,,,
gated_l1_coefficient=0.05_seed=2,2,gated,Gated,l1_coefficient,0.05,0.07539672234602954,1.070417484380314,0.3742996156215668,0.3742996156215668,0.8499617576599121,0.05916544795036316,0.1493582824110907,0.0620192734116434,0.06884211676596542,0.4685714285714286,0.050030506406345335,0.09040793825799338,0.22290310970434785,0.6288070681346983,0.6443929672241211,0.0,3.803306505175753,0.2750689387321472,0.341796875,2.412695115072945,,,,,
gated_l1_coefficient=0.03_seed=3,3,gated,Gated,l1_coefficient,0.03,0.0923756557871368,1.0960375215997977,0.23796294629573822,0.23796294629573822,0.9358134865760803,0.024680910632014275,0.16464167579474565,0.07704900132380042,0.08280255585910312,0.5533333333333333,0.04925816023738872,0.09046321525885559,0.2428571519431461,0.6330264902253186,0.6670269966125488,0.0,3.013840514437666,0.310230553150177,0.29296875,2.9560209851883776,,,,,
gated_l1_coefficient=0.03_seed=4,4,gated,Gated,l1_coefficient,0.03,0.09264010886188734,1.224144741350174,0.2656031847000122,0.2656031847000122,0.9200416803359985,0.030457157641649246,0.1703578252085225,0.07951305892340896,0.08291289619698569,0.42168674698795183,0.021148036253776436,0.04027617951668585,0.15999606834100763,0.5651839815363119,0.596785306930542,0.0,1.6000270061127133,0.32112598419189453,0.162109375,2.964483483580395,,,,,
gated_l1_coefficient=0.03_seed=1,1,gated,Gated,l1_coefficient,0.03,0.09340339189386593,1.0950399058011566,0.2738410234451294,0.2738410234451294,0.9151613712310791,0.03079679235816002,0.16163553329609948,0.07761734973026649,0.08340368944728466,0.6363636363636364,0.05997552019583843,0.10961968680089484,0.26126935867118417,0.647053565130801,0.6344645023345947,0.0,1.6383895066614802,0.31338292360305786,0.30078125,2.9889085406037097,,,,,
gated_l1_coefficient=0.03_seed=2,2,gated,Gated,l1_coefficient,0.03,0.09416081197656145,1.1629331076260276,0.2790886163711548,0.2790886163711548,0.9165843725204468,0.03289376571774483,0.16928278189029944,0.07955315116105269,0.08401966618438096,0.41284403669724773,0.027455765710799267,0.05148741418764302,0.1761347236033356,0.5750446837647367,0.6147741079330444,0.0,1.8329222826931815,0.31187760829925537,0.212890625,3.0131459832499665,,,,,
gated_l1_coefficient=0.03_seed=0,0,gated,Gated,l1_coefficient,0.03,0.09717603847638134,1.1510922278236506,0.25714367628097534,0.25714367628097534,0.9302577972412109,0.025794457644224167,0.16508841305319244,0.07992982525469149,0.08683203436183544,0.4385026737967914,0.05150753768844221,0.09218662169758292,0.21307143095906989,0.6092780526483146,0.6410154104232788,0.0,6.9132697835627415,0.29254502058029175,0.365234375,3.109633231244203,,,,,
gated_l1_coefficient=0.02_seed=3,3,gated,Gated,l1_coefficient,0.02,0.11165267994636471,1.1248820340034136,0.18609285354614258,0.18609285354614258,0.9607459306716919,0.015093915164470673,0.18312725842434943,0.09150390950474327,0.09782200460078906,0.43103448275862066,0.04451038575667656,0.08068854222700378,0.1899957220008214,0.5833638130775767,0.6311131119728088,0.0,2.476393108924021,0.3145875036716461,0.33984375,3.572885758283671,,,,,
gated_l1_coefficient=0.02_seed=1,1,gated,Gated,l1_coefficient,0.02,0.1129332461100811,1.141887301335916,0.21653348207473755,0.21653348207473755,0.9469547271728516,0.01925566792488098,0.17850376770634252,0.0920716240226566,0.09843852136819048,0.5666666666666667,0.06242350061199511,0.11245865490628446,0.2287108226596335,0.6182768084973964,0.636732816696167,0.0,1.9496286194858556,0.316656231880188,0.3515625,3.613863875522595,,,,,
gated_l1_coefficient=0.02_seed=4,4,gated,Gated,l1_coefficient,0.02,0.11410670920227628,1.2240774436623263,0.1888739913702011,0.1888739913702011,0.9595665335655212,0.015401643700897694,0.18430980816935105,0.09168452905295263,0.09833279739651908,0.3905579399141631,0.05498489425981873,0.09639830508474577,0.16835645587186773,0.562727988580803,0.6014326214790344,0.0,1.1225845634943084,0.326655775308609,0.455078125,3.651414694472841,,,,,
gated_l1_coefficient=0.02_seed=2,2,gated,Gated,l1_coefficient,0.02,0.11780498189833155,1.1915379744027879,0.2616775929927826,0.2616775929927826,0.9266675710678101,0.02891761064529419,0.18658578349929789,0.09586057401032122,0.10182849702429171,0.44041450777202074,0.05186089078706528,0.09279475982532749,0.17723590932576877,0.5591011399609923,0.626725435256958,0.0,2.6255472556241815,0.32592877745628357,0.376953125,3.7697594207466096,,,,,
gated_l1_coefficient=0.02_seed=0,0,gated,Gated,l1_coefficient,0.02,0.11857941667208838,1.107638556226869,0.21326729655265808,0.21326729655265808,0.9520274996757507,0.017742840573191643,0.18037814014906406,0.09451708497838811,0.10264114692895093,0.42063492063492064,0.06658291457286432,0.11496746203904555,0.21144790554654308,0.6209922270560482,0.6511797904968262,0.0,7.096933241817588,0.3095366060733795,0.4921875,3.794541333506828,,,,,
gated_l1_coefficient=0.015_seed=1,1,gated,Gated,l1_coefficient,0.015,0.12800706042946253,1.1517969606016631,0.1878035068511963,0.1878035068511963,0.9600971341133118,0.014484912157058716,0.1918759616189103,0.10267266151805385,0.10967621160108457,0.4232558139534884,0.05569155446756426,0.09843158464034614,0.2032577900536078,0.6047767566334046,0.5871940851211548,0.0,1.6356649844868518,0.329224169254303,0.419921875,4.096225933742801,,,,,
gated_l1_coefficient=0.015_seed=4,4,gated,Gated,l1_coefficient,0.015,0.13358872657448045,1.2643415039356676,0.17555584013462067,0.17555584013462067,0.9650676846504211,0.013306179083883762,0.20065913256712414,0.10556713444262635,0.11182348472526864,0.3176470588235294,0.04894259818731118,0.08481675392670157,0.16156249365110797,0.5577103270999378,0.5844008922576904,0.0,1.6737425242631427,0.34193485975265503,0.498046875,4.2748392503833745,,,,,
gated_l1_coefficient=0.015_seed=3,3,gated,Gated,l1_coefficient,0.015,0.13600546230332267,1.1355660054363501,0.1627998650074005,0.1627998650074005,0.969957709312439,0.011551824398338795,0.2020485164814465,0.10781683543652071,0.11524442901272099,0.404,0.0599406528189911,0.10439276485788115,0.18097001978124327,0.571786711908176,0.6432878971099854,0.0,3.2910299689019586,0.3359716236591339,0.48828125,4.352174793706325,,,,,
gated_l1_coefficient=0.015_seed=0,0,gated,Gated,l1_coefficient,0.015,0.13692806265004143,1.2196381839023895,0.2130655199289322,0.2130655199289322,0.9521182179450989,0.017709285020828247,0.19767217905632484,0.10648880148627585,0.11552732106062205,0.35294117647058826,0.07160804020100503,0.11906005221932116,0.17722236042233588,0.569821499669793,0.614612877368927,0.0,8.440123717380638,0.3308667540550232,0.630859375,4.381698004801326,,,,,
gated_l1_coefficient=0.015_seed=2,2,gated,Gated,l1_coefficient,0.015,0.14101690893551755,1.0876909105785135,0.2062424123287201,0.2062424123287201,0.9544467926025391,0.017963267862796783,0.20064641697407204,0.11097909247206415,0.11878399221772575,0.43356643356643354,0.07565588773642465,0.12883116883116882,0.2084130042604281,0.6295866418146522,0.638256311416626,0.0,1.1948574164749903,0.34425437450408936,0.55859375,4.512541085936562,,,,,
gated_l1_coefficient=0.01_seed=4,4,gated,Gated,l1_coefficient,0.01,0.1564518996954818,1.1650238397177082,0.1398787945508957,0.1398787945508957,0.9778231382369995,0.008447468280792236,0.2147888000903202,0.11967988499843961,0.12752137018544793,0.3691460055096419,0.0809667673716012,0.13280475718533202,0.1855834874683232,0.599644432064577,0.6140710115432739,0.0,1.6604927759635433,0.3463442921638489,0.708984375,5.006460790255417,,,,,
gated_l1_coefficient=0.01_seed=0,0,gated,Gated,l1_coefficient,0.01,0.1609179719832161,1.1435288010185123,0.1948636770248413,0.1948636770248413,0.9599496722221375,0.014812774956226349,0.21176669082014765,0.12300469184618659,0.13224879722367316,0.4782608695652174,0.10364321608040201,0.17036654620547237,0.23605760281567525,0.6267567514084756,0.6461355686187744,0.0,5.511260920597974,0.3337181806564331,0.673828125,5.149375103462916,,,,,
gated_l1_coefficient=0.01_seed=2,2,gated,Gated,l1_coefficient,0.01,0.16517113681582263,1.1930605371828327,0.16620756685733795,0.16620756685733795,0.970415472984314,0.011666241101920605,0.22043270079788524,0.1256375677506033,0.1344533618569288,0.40561224489795916,0.09701037217815742,0.1565731166912851,0.19542836895240223,0.5885092949885702,0.6155247688293457,0.0,3.1751844234816016,0.3540669083595276,0.765625,5.285476378106324,,,,,
gated_l1_coefficient=0.01_seed=3,3,gated,Gated,l1_coefficient,0.01,0.16551173124820823,1.2134657408644194,0.149604931473732,0.149604931473732,0.9746301770210266,0.009755158796906471,0.22376383667122118,0.1236691333483266,0.13296214904492631,0.3177966101694915,0.08902077151335312,0.13908205841446453,0.17156476608944543,0.5867002599946747,0.6026806235313416,0.0,2.647146419255763,0.35912272334098816,0.921875,5.296375399942663,,,,,
gated_l1_coefficient=0.01_seed=1,1,gated,Gated,l1_coefficient,0.01,0.1693224255193444,1.2595837116064623,0.13401708006858826,0.13401708006858826,0.9796802997589111,0.007376133929938078,0.2274348779111226,0.13004164076291258,0.136540844014501,0.31438127090301005,0.05752753977968176,0.09725814795654422,0.1680139768308094,0.5754930813434849,0.6030802130699158,0.0,1.5483314832458628,0.37677186727523804,0.583984375,5.418317616619021,,,,,
gated_l1_coefficient=0.007_seed=4,4,gated,Gated,l1_coefficient,0.007,0.18427588000113992,1.1911836319482922,0.10709857195615768,0.10709857195615768,0.9869993925094604,0.004952108487486839,0.23798699140826862,0.13806688018959878,0.14448501359190186,0.3324607329842932,0.07673716012084592,0.12469317623956798,0.17311696435499951,0.604332431713419,0.6251015663146973,0.0,2.0496381785012368,0.38106998801231384,0.74609375,5.896828160036478,,,,,
gated_l1_coefficient=0.007_seed=3,3,gated,Gated,l1_coefficient,0.007,0.1894622756959201,1.1742510670228117,0.13019295036792755,0.13019295036792755,0.9807868003845215,0.00738783972337842,0.2435464211347984,0.141895318232498,0.15006166906715057,0.3255208333333333,0.07418397626112759,0.1208313194780087,0.1755598644539469,0.6048115669468623,0.5985003709793091,0.0,3.8611843269169843,0.38461554050445557,0.75,6.062792822269444,,,,,
gated_l1_coefficient=0.007_seed=1,1,gated,Gated,l1_coefficient,0.007,0.19104758174071357,1.2043589083724955,0.12407205253839493,0.12407205253839493,0.9825841784477234,0.006322028115391731,0.2429165006269578,0.142691473014947,0.14982510356445325,0.3839541547277937,0.08200734394124846,0.13514876449823499,0.18801271256927468,0.581825197601809,0.5942181348800659,0.0,2.121076074466553,0.3675662875175476,0.681640625,6.113522615702834,,,,,
gated_l1_coefficient=0.007_seed=0,0,gated,Gated,l1_coefficient,0.007,0.19144373539797854,1.2176496553492182,0.13686592876911163,0.13686592876911163,0.9802423715591431,0.007307440973818302,0.24196617376921026,0.1435915424813609,0.15136970847081477,0.33589743589743587,0.08228643216080402,0.13218970736629668,0.17897449520823902,0.5879789997513256,0.605701208114624,0.0,8.7997447169802,0.373102605342865,0.76171875,6.126199532735313,,,,,
gated_l1_coefficient=0.007_seed=2,2,gated,Gated,l1_coefficient,0.007,0.19752333783697296,1.2298109044960621,0.1523800790309906,0.1523800790309906,0.9751332402229309,0.009805861860513687,0.24503994354057923,0.1378983611868777,0.15110444261257833,0.2864321608040201,0.1391092129347163,0.18726899383983572,0.18048014837300977,0.5873456861003544,0.6036989092826843,0.0,3.7616993100126996,0.36539775133132935,1.5546875,6.320746810783135,,,,,
gated_l1_coefficient=0.005_seed=4,4,gated,Gated,l1_coefficient,0.005,0.22221786307682123,1.3113123019940482,0.10494310408830643,0.10494310408830643,0.9875174164772034,0.004754781723022461,0.2704910303716588,0.15266026170485936,0.16071049964249634,0.1943502824858757,0.10392749244712991,0.13543307086614176,0.1411953146563451,0.5572255363209517,0.578597903251648,0.0,1.444396363072533,0.3895653188228607,1.728515625,7.110971618458279,,,,,
gated_l1_coefficient=0.005_seed=0,0,gated,Gated,l1_coefficient,0.005,0.22600734458431404,1.2469093440055496,0.1101636290550232,0.1101636290550232,0.9871996641159058,0.004734249319881201,0.26711033171348575,0.15639196413156153,0.167039751001422,0.3109919571045576,0.1457286432160804,0.19846022241231823,0.17252418086248678,0.5837621509046041,0.6105131506919861,0.0,5.364944425897611,0.3866881728172302,1.45703125,7.232235026698049,,,,,
gated_l1_coefficient=0.005_seed=1,1,gated,Gated,l1_coefficient,0.005,0.22625599463965784,1.2922660789249234,0.09445444494485855,0.09445444494485855,0.9899064898490906,0.003663981333374977,0.2707830815614187,0.15135827293571555,0.1636540100142252,0.23563777994157742,0.1481028151774786,0.18188650883126645,0.15436042814243184,0.55090714270896,0.5639789700508118,0.0,1.876952514206753,0.38639557361602783,2.005859375,7.240191828469051,,,,,
gated_l1_coefficient=0.005_seed=2,2,gated,Gated,l1_coefficient,0.005,0.22792258596089132,1.2609645647680205,0.10801572352647781,0.10801572352647781,0.9875049591064453,0.004927235655486584,0.27075939412798133,0.15356098310137728,0.16508093401126134,0.2608236536430834,0.15070164734594266,0.19102861562258316,0.16607130091670436,0.5755883370977556,0.5802858471870422,0.0,4.156928334141671,0.38687190413475037,1.849609375,7.293522750748522,,,,,
gated_l1_coefficient=0.005_seed=3,3,gated,Gated,l1_coefficient,0.005,0.23284895881913759,1.3208155385885714,0.12149744480848312,0.12149744480848312,0.9832675457000732,0.006433937698602676,0.27599512315201746,0.1504549952130662,0.16125124490735798,0.21471025260029716,0.171513353115727,0.1906961398878258,0.16636682983248108,0.5580510432591652,0.6146976947784424,0.0,4.282874126872709,0.4143158793449402,2.62890625,7.451166682212403,,,,,
gated_l1_coefficient=0.003_seed=0,0,gated,Gated,l1_coefficient,0.003,0.25954088752492765,1.2871955775317716,0.10256776958703995,0.10256776958703995,0.9889039993286133,0.004103897139430046,0.2974253522795536,0.1746014023455657,0.18272305465537125,0.21462945139557266,0.14007537688442212,0.169517293804637,0.16034685760588036,0.560181225727067,0.5808942317962646,0.0,12.650885379821789,0.4014013409614563,2.029296875,8.305308400797685,,,,,
gated_l1_coefficient=0.003_seed=4,4,gated,Gated,l1_coefficient,0.003,0.2634918075829343,1.3651131583035363,0.07998254895210266,0.07998254895210266,0.9927491545677185,0.0027619339525699615,0.3015297713379039,0.16593014181471472,0.1766163169520898,0.20245398773006135,0.17945619335347432,0.19026265214606022,0.14516513828247374,0.5575027500877382,0.6271607279777527,0.0,2.0652391428114267,0.4129539728164673,2.865234375,8.431737842653897,,,,,
gated_l1_coefficient=0.003_seed=2,2,gated,Gated,l1_coefficient,0.003,0.26615153026375316,1.3113697086648155,0.10510193556547165,0.10510193556547165,0.9881700277328491,0.004664991050958633,0.2983678752823331,0.1709890894342398,0.18232963529624044,0.2950432730133753,0.2287980475899939,0.2577319587628866,0.19522351563429988,0.5778200943391737,0.6531409025192261,0.0,4.081920161921501,0.41705721616744995,2.482421875,8.516848968440101,,,,,
gated_l1_coefficient=0.003_seed=3,3,gated,Gated,l1_coefficient,0.003,0.2669148030984907,1.2577181272178743,0.08491569757461548,0.08491569757461548,0.9918266534805298,0.0031428129877895117,0.30459805916207827,0.17557768787302735,0.18459305753651306,0.26372549019607844,0.15964391691394658,0.1988909426987061,0.16601368356521656,0.570283652393237,0.6276949644088745,0.0,3.142298148057229,0.4055836796760559,1.9921875,8.541273699151702,,,,,
gated_l1_coefficient=0.003_seed=1,1,gated,Gated,l1_coefficient,0.003,0.27244840876766574,1.3016877195548375,0.09833161532878876,0.09833161532878876,0.9890608787536621,0.00397095363587141,0.30428278689139887,0.1707652389660686,0.18160478332473418,0.23087248322147652,0.21052631578947367,0.22023047375160051,0.1750628151260416,0.5782006929029313,0.6154946088790894,0.0,2.756012360764707,0.41837653517723083,2.91015625,8.718349080565304,,,,,
gated_l1_coefficient=0.002_seed=4,4,gated,Gated,l1_coefficient,0.002,0.2898285725850762,1.326833424115124,0.06756148487329483,0.06756148487329483,0.9948263764381409,0.0019707027822732925,0.3248916620018001,0.18092504748904534,0.19071326716322903,0.18424479166666666,0.17099697885196374,0.17737386399247884,0.14613526050784098,0.5298561585658643,0.6192323565483093,0.0,1.7172348074270232,0.41078972816467285,3.0,9.274514322722439,,,,,
gated_l1_coefficient=0.002_seed=2,2,gated,Gated,l1_coefficient,0.002,0.2947303659381646,1.284276624742933,0.07720440626144409,0.07720440626144409,0.9936166405677795,0.0025171758607029915,0.3245332494611546,0.1805933015233363,0.1907389596698159,0.19796954314720813,0.2141549725442343,0.20574443141852286,0.1650374369220028,0.563246121631287,0.6351522207260132,0.0,4.220714031735288,0.41184064745903015,3.462890625,9.431371710021267,,,,,
gated_l1_coefficient=0.002_seed=1,1,gated,Gated,l1_coefficient,0.002,0.29759390557118337,1.3293590033428693,0.07441435754299164,0.07441435754299164,0.993735134601593,0.002274164929986,0.32905206462253744,0.18505304094606093,0.19608097988599454,0.1985906470211403,0.189718482252142,0.19405320813771518,0.15281215975573564,0.546299317469867,0.6056197881698608,0.0,2.0920102806063703,0.40806442499160767,3.048828125,9.523004978277868,,,,,
gated_l1_coefficient=0.002_seed=0,0,gated,Gated,l1_coefficient,0.002,0.29932928303352924,1.300962605047025,0.09318043291568756,0.09318043291568756,0.9908421635627747,0.003387069795280695,0.3293833981024932,0.19139611971053885,0.1999600935025294,0.2039151712887439,0.157035175879397,0.177430801987225,0.15332767080486712,0.5759004340931265,0.598616898059845,0.0,10.943392857147838,0.4259580373764038,2.39453125,9.578537057072936,,,,,
gated_l1_coefficient=0.002_seed=3,3,gated,Gated,l1_coefficient,0.002,0.3112246233974112,1.3010620820822543,0.08672051876783371,0.08672051876783371,0.991475522518158,0.0032778289169073105,0.33853261555205805,0.1795159353331462,0.19081815305034447,0.17712691771269176,0.22611275964391692,0.19864442127215848,0.15931243396296318,0.5669987239488021,0.6578346490859985,0.0,4.190142350235321,0.4312676191329956,4.201171875,9.959187948717158,,,,,
gated_l1_coefficient=0.0015_seed=0,0,gated,Gated,l1_coefficient,0.0015,0.3153658434627289,1.311528402854156,0.08690226823091507,0.08690226823091507,0.9920346140861511,0.002946028020232916,0.3401354835469732,0.19593025162299907,0.2067080938210243,0.2325,0.23366834170854273,0.23308270676691734,0.18289212500195462,0.5761704471179587,0.612252950668335,0.0,-2.4940151320819006,0.42895209789276123,3.125,10.091706990807324,,,,,
gated_l1_coefficient=0.0015_seed=3,3,gated,Gated,l1_coefficient,0.0015,0.316132177229548,1.3098508229930386,0.07546831667423248,0.07546831667423248,0.9935441613197327,0.002482400741428137,0.34412705304376345,0.19346782073132313,0.20333459560873027,0.20365853658536584,0.19821958456973293,0.20090225563909772,0.15071809937611869,0.5679218170839858,0.6260746717453003,0.0,1.7566497366306126,0.4381997585296631,3.203125,10.116229671345536,,,,,
gated_l1_coefficient=0.0015_seed=2,2,gated,Gated,l1_coefficient,0.0015,0.3192044599922248,1.3624494210865308,0.07553316652774811,0.07553316652774811,0.9938900470733643,0.002409377135336399,0.3470170595290831,0.18453488402952598,0.19621587257286963,0.17057837384744343,0.2483221476510067,0.2022360248447205,0.15015830401288485,0.5302784100089978,0.614421546459198,0.0,4.273519418299322,0.4210832118988037,4.66015625,10.214542719751194,,,,,
gated_l1_coefficient=0.0015_seed=1,1,gated,Gated,l1_coefficient,0.0015,0.3295006070660591,1.3889723909949188,0.08020580559968948,0.08020580559968948,0.9927220940589905,0.002641922328621149,0.3515216224369695,0.18872424550248126,0.20021410513966628,0.18282208588957055,0.27356181150550796,0.21917136553076733,0.16216708231931157,0.5698866253137771,0.5817089676856995,0.0,2.0620080104140643,0.4362332224845886,4.775390625,10.544019426113891,,,,,
gated_l1_coefficient=0.0015_seed=4,4,gated,Gated,l1_coefficient,0.0015,0.33680042495603146,1.4914043413710696,0.07140597701072693,0.07140597701072693,0.9942207932472229,0.0022013643756508827,0.36345212614599376,0.18246311547047417,0.19557989981349264,0.1416976665539398,0.25317220543806646,0.18169991326973112,0.135248425752811,0.506243104269092,0.6061820983886719,0.0,0.9166031540698443,0.434431791305542,5.775390625,10.777613598593007,,,,,
gated_l1_coefficient=0.001_seed=2,2,gated,Gated,l1_coefficient,0.001,0.3434092890349518,1.3942967426904314,0.08217207342386246,0.08217207342386246,0.9927687644958496,0.002851529512554407,0.3660735069693999,0.19595920087100374,0.20725218226743253,0.1762132060461416,0.27028676021964615,0.2133397543944137,0.15519566954537078,0.530870041881396,0.6378664970397949,0.0,2.7858191179360325,0.4476390779018402,4.91015625,10.989097249118458,,,,,
gated_l1_coefficient=0.001_seed=4,4,gated,Gated,l1_coefficient,0.001,0.34757437564449845,1.4601227745346013,0.06703885644674301,0.06703885644674301,0.9949061274528503,0.0019403317710384727,0.371111293741464,0.19359096418306482,0.20219716366697646,0.14416203335980937,0.21933534743202418,0.17397555715312724,0.1356110609478417,0.5211186021616315,0.605066180229187,0.0,1.9174267671627983,0.46051347255706787,4.91796875,11.12238002062395,,,,,
