run_id,seed,method,method_label,control_name,control_value,step,loss,lr,reconstruction_mse,reconstruction_loss,variance_loss,prior_loss,entropy_loss,entropy,rho,v_eff,beta,sparsity_loss
vgsae_gamma=10.0_seed=0,0,vgsae,VG-SAE,gamma,10.0,75.0,-4.499515533447266,0.01,0.49073177576065063,3.925854206085205,0.10419997572898865,2.115422487258911,-1.1296442747116089,1.1296442747116089,0.006610695272684097,0.0064139892347157,1.9850850105285645,
vgsae_gamma=10.0_seed=0,0,vgsae,VG-SAE,gamma,10.0,100.0,-5.1554460525512695,0.01,0.45238152146339417,3.6190521717071533,0.09756476432085037,1.993135929107666,-1.0155607461929321,1.0155607461929321,0.006228550337255001,0.0057653868570923805,2.1524951457977295,
vgsae_gamma=10.0_seed=0,0,vgsae,VG-SAE,gamma,10.0,125.0,-5.593184947967529,0.01,0.4240565598011017,3.3924524784088135,0.10606134682893753,1.9966188669204712,-0.9729782342910767,0.9729782342910767,0.006239434238523245,0.005561021156609058,2.286684989929199,
vgsae_gamma=10.0_seed=0,0,vgsae,VG-SAE,gamma,10.0,150.0,-5.997176647186279,0.01,0.4045165181159973,3.2361321449279785,0.09340575337409973,1.8788994550704956,-0.863211452960968,0.863211452960968,0.005871560424566269,0.004882717505097389,2.402735948562622,
vgsae_gamma=10.0_seed=0,0,vgsae,VG-SAE,gamma,10.0,175.0,-6.259160995483398,0.01,0.39102405309677124,3.12819242477417,0.08887448906898499,1.85283625125885,-0.8242253065109253,0.8242253065109253,0.0057901134714484215,0.004652221687138081,2.4867372512817383,
vgsae_gamma=10.0_seed=0,0,vgsae,VG-SAE,gamma,10.0,200.0,-6.4785990715026855,0.01,0.3787204325199127,3.0297634601593018,0.09649645537137985,1.8185800313949585,-0.7803463935852051,0.7803463935852051,0.005683062598109245,0.004387196619063616,2.5589683055877686,
vgsae_gamma=10.0_seed=0,0,vgsae,VG-SAE,gamma,10.0,225.0,-6.665576934814453,0.01,0.3668134808540344,2.9345078468322754,0.09511512517929077,1.8744189739227295,-0.7719690799713135,0.7719690799713135,0.0058575589209795,0.004355351906269789,2.640592575073242,
vgsae_gamma=10.0_seed=0,0,vgsae,VG-SAE,gamma,10.0,250.0,-6.814701557159424,0.01,0.35825541615486145,2.8660433292388916,0.09613905847072601,1.8867928981781006,-0.7533727884292603,0.7533727884292603,0.0058962274342775345,0.004258794244378805,2.700711250305176,
vgsae_gamma=10.0_seed=0,0,vgsae,VG-SAE,gamma,10.0,275.0,-6.935879230499268,0.01,0.35667645931243896,2.8534116744995117,0.0930183008313179,1.7355455160140991,-0.6806458234786987,0.6806458234786987,0.00542357936501503,0.0038125202991068363,2.7151503562927246,
vgsae_gamma=10.0_seed=0,0,vgsae,VG-SAE,gamma,10.0,300.0,-7.04990291595459,0.01,0.34814977645874023,2.785198211669922,0.09907136857509613,1.816380500793457,-0.7049248218536377,0.7049248218536377,0.0056761885061860085,0.003987506031990051,2.7736656665802,
vgsae_gamma=10.0_seed=0,0,vgsae,VG-SAE,gamma,10.0,325.0,-7.1634955406188965,0.01,0.3426467180252075,2.74117374420166,0.09591445326805115,1.7987537384033203,-0.6689427495002747,0.6689427495002747,0.005621105432510376,0.0037882765755057335,2.8197925090789795,
vgsae_gamma=10.0_seed=0,0,vgsae,VG-SAE,gamma,10.0,350.0,-7.256402492523193,0.01,0.33802008628845215,2.704160690307617,0.09704422205686569,1.777393102645874,-0.6386619210243225,0.6386619210243225,0.005554353352636099,0.003615315305069089,2.8559134006500244,
vgsae_gamma=10.0_seed=0,0,vgsae,VG-SAE,gamma,10.0,375.0,-7.3440375328063965,0.01,0.33107057213783264,2.648564577102661,0.0962834358215332,1.8656885623931885,-0.651999831199646,0.651999831199646,0.005830276757478714,0.0037165586836636066,2.914551019668579,
vgsae_gamma=10.0_seed=0,0,vgsae,VG-SAE,gamma,10.0,400.0,-7.41724157333374,0.01,0.3276236057281494,2.6209888458251953,0.09631423652172089,1.8552055358886719,-0.6340335607528687,0.6340335607528687,0.005797517020255327,0.0036145728081464767,2.9440956115722656,
vgsae_gamma=10.0_seed=0,0,vgsae,VG-SAE,gamma,10.0,425.0,-7.482343673706055,0.01,0.32441282272338867,2.5953025817871094,0.09771999716758728,1.8553063869476318,-0.6274318695068359,0.6274318695068359,0.0057978322729468346,0.003580870572477579,2.970639705657959,
vgsae_gamma=10.0_seed=0,0,vgsae,VG-SAE,gamma,10.0,450.0,-7.543583393096924,0.01,0.3220336139202118,2.5762689113616943,0.09809988737106323,1.8287570476531982,-0.6065152287483215,0.6065152287483215,0.005714865401387215,0.0034673630725592375,2.9913599491119385,
vgsae_gamma=10.0_seed=0,0,vgsae,VG-SAE,gamma,10.0,475.0,-7.618277549743652,0.01,0.3164197504520416,2.531358003616333,0.10394555330276489,1.8669071197509766,-0.6016390323638916,0.6016390323638916,0.005834084935486317,0.0034702932462096214,3.035703420639038,
vgsae_gamma=10.0_seed=0,0,vgsae,VG-SAE,gamma,10.0,500.0,-7.682112693786621,0.01,0.31352341175079346,2.5081872940063477,0.10177619010210037,1.8559032678604126,-0.5771727561950684,0.5771727561950684,0.005799697712063789,0.003338003531098366,3.0651769638061523,
vgsae_gamma=10.0_seed=0,0,vgsae,VG-SAE,gamma,10.0,525.0,-7.747256278991699,0.01,0.3087087869644165,2.469670295715332,0.10872910916805267,1.897958755493164,-0.5870323181152344,0.5870323181152344,0.005931121297180653,0.0034045556094497442,3.1027002334594727,
vgsae_gamma=10.0_seed=0,0,vgsae,VG-SAE,gamma,10.0,550.0,-7.825361728668213,0.01,0.30296897888183594,2.4237518310546875,0.10507740080356598,1.981677532196045,-0.5935594439506531,0.5935594439506531,0.006192742846906185,0.0034511724952608347,3.1635191440582275,
vgsae_gamma=10.0_seed=0,0,vgsae,VG-SAE,gamma,10.0,575.0,-7.873725891113281,0.01,0.301852285861969,2.414818286895752,0.10348723828792572,1.9482195377349854,-0.5751035809516907,0.5751035809516907,0.006088186055421829,0.003340746508911252,3.176738977432251,
vgsae_gamma=10.0_seed=0,0,vgsae,VG-SAE,gamma,10.0,600.0,-7.919005870819092,0.01,0.3008115887641907,2.4064927101135254,0.10305680334568024,1.9174914360046387,-0.5617913007736206,0.5617913007736206,0.005992161110043526,0.003257045755162835,3.1878230571746826,
vgsae_gamma=10.0_seed=0,0,vgsae,VG-SAE,gamma,10.0,625.0,-8.02964973449707,0.01,0.2931848466396332,2.3454787731170654,0.10770575702190399,2.0073070526123047,-0.5805209279060364,0.5805209279060364,0.006272834725677967,0.0033997842110693455,3.2610671520233154,
vgsae_gamma=10.0_seed=0,0,vgsae,VG-SAE,gamma,10.0,650.0,-8.07807731628418,0.01,0.29361405968666077,2.348912477493286,0.10397134721279144,1.9102634191513062,-0.5309234857559204,0.5309234857559204,0.005969572812318802,0.0031026252545416355,3.261467218399048,
vgsae_gamma=10.0_seed=0,0,vgsae,VG-SAE,gamma,10.0,675.0,-8.123005867004395,0.01,0.29019325971603394,2.3215460777282715,0.10307767987251282,1.9744395017623901,-0.5473241806030273,0.5473241806030273,0.006170123349875212,0.003203407861292362,3.29948091506958,
vgsae_gamma=10.0_seed=0,0,vgsae,VG-SAE,gamma,10.0,700.0,-8.163426399230957,0.01,0.28845852613449097,2.3076682090759277,0.10314949601888657,1.973802924156189,-0.5414244532585144,0.5414244532585144,0.006168134044855833,0.003169351490214467,3.318376302719116,
vgsae_gamma=10.0_seed=0,0,vgsae,VG-SAE,gamma,10.0,725.0,-8.200322151184082,0.01,0.2864287495613098,2.2914299964904785,0.10258473455905914,1.9972407817840576,-0.5458043813705444,0.5458043813705444,0.006241376977413893,0.003196371253579855,3.3416671752929688,
vgsae_gamma=10.0_seed=0,0,vgsae,VG-SAE,gamma,10.0,750.0,-8.236783027648926,0.01,0.2855619788169861,2.2844958305358887,0.10252393782138824,1.9701249599456787,-0.5317399501800537,0.5317399501800537,0.006156640127301216,0.0031140660867094994,3.3514597415924072,
vgsae_gamma=10.0_seed=0,0,vgsae,VG-SAE,gamma,10.0,775.0,-8.271281242370605,0.01,0.28479981422424316,2.2783985137939453,0.1030152291059494,1.9360339641571045,-0.5133375525474548,0.5133375525474548,0.0060501061379909515,0.003005977952852845,3.359349012374878,
vgsae_gamma=10.0_seed=0,0,vgsae,VG-SAE,gamma,10.0,800.0,-8.304927825927734,0.01,0.28264743089675903,2.2611794471740723,0.10382430255413055,1.962222933769226,-0.5178552865982056,0.5178552865982056,0.006131946574896574,0.003041045041754842,3.3826584815979004,
vgsae_gamma=10.0_seed=0,0,vgsae,VG-SAE,gamma,10.0,825.0,-8.337921142578125,0.01,0.2823091149330139,2.2584729194641113,0.1036793440580368,1.915656328201294,-0.4946303963661194,0.4946303963661194,0.005986426025629044,0.002909056143835187,3.386741876602173,
vgsae_gamma=10.0_seed=0,0,vgsae,VG-SAE,gamma,10.0,850.0,-8.372361183166504,0.01,0.2794256806373596,2.235405445098877,0.10757306218147278,1.9502447843551636,-0.4984574615955353,0.4984574615955353,0.006094514857977629,0.002950979396700859,3.414457321166992,
vgsae_gamma=10.0_seed=0,0,vgsae,VG-SAE,gamma,10.0,875.0,-8.413235664367676,0.01,0.2748402953147888,2.1987223625183105,0.11289689689874649,2.0302813053131104,-0.5115712285041809,0.5115712285041809,0.006344628520309925,0.003066562581807375,3.460777521133423,
vgsae_gamma=10.0_seed=0,0,vgsae,VG-SAE,gamma,10.0,900.0,-8.525057792663574,0.01,0.26499974727630615,2.119997978210449,0.12524022161960602,2.1582655906677246,-0.5182851552963257,0.5182851552963257,0.006744580343365669,0.0031615926418453455,3.563096284866333,
vgsae_gamma=10.0_seed=0,0,vgsae,VG-SAE,gamma,10.0,925.0,-8.758172035217285,0.01,0.2509365379810333,2.0074923038482666,0.13408781588077545,2.3071446418762207,-0.5221357941627502,0.5221357941627502,0.007209827192127705,0.003256394062191248,3.7355594635009766,
vgsae_gamma=10.0_seed=0,0,vgsae,VG-SAE,gamma,10.0,950.0,-8.873117446899414,0.01,0.2444300353527069,1.9554402828216553,0.12239757925271988,2.4205522537231445,-0.5087603330612183,0.5087603330612183,0.007564225234091282,0.0032108533196151257,3.850155830383301,
vgsae_gamma=10.0_seed=0,0,vgsae,VG-SAE,gamma,10.0,975.0,-8.947911262512207,0.01,0.24047671258449554,1.9238137006759644,0.12353029102087021,2.4601335525512695,-0.5048589110374451,0.5048589110374451,0.007687917910516262,0.0031958427280187607,3.907501697540283,
vgsae_gamma=10.0_seed=0,0,vgsae,VG-SAE,gamma,10.0,999.0,-9.00757122039795,0.01,0.23656949400901794,1.8925559520721436,0.1229323223233223,2.5369374752044678,-0.5158681869506836,0.5158681869506836,0.007927929982542992,0.0032700737938284874,3.969261646270752,
vgsae_gamma=9.0_seed=0,0,vgsae,VG-SAE,gamma,9.0,0.0,17.341859817504883,0.01,0.3302547335624695,2.642037868499756,1.114388108253479,35.00890350341797,-11.619255065917969,11.619255065917969,0.12155869603157043,0.10518504679203033,2.1296839714050293,
vgsae_gamma=9.0_seed=0,0,vgsae,VG-SAE,gamma,9.0,25.0,0.8176922798156738,0.01,0.4390910565853119,3.512728452682495,0.2255389392375946,12.422298431396484,-5.518051624298096,5.518051624298096,0.04313298314809799,0.04083661735057831,2.140028715133667,
vgsae_gamma=9.0_seed=0,0,vgsae,VG-SAE,gamma,9.0,50.0,-3.7576606273651123,0.01,0.5436363816261292,4.349091053009033,0.1212368831038475,2.2983932495117188,-1.4002153873443604,1.4002153873443604,0.007980532944202423,0.007854298688471317,1.7895779609680176,
vgsae_gamma=9.0_seed=0,0,vgsae,VG-SAE,gamma,9.0,75.0,-4.7885894775390625,0.01,0.4764178395271301,3.811342716217041,0.1067887544631958,2.2587180137634277,-1.336693525314331,1.336693525314331,0.007842771708965302,0.00763136800378561,2.0417895317077637,
vgsae_gamma=9.0_seed=0,0,vgsae,VG-SAE,gamma,9.0,100.0,-5.32719087600708,0.01,0.44826066493988037,3.586085319519043,0.1010655015707016,2.0603389739990234,-1.1908302307128906,1.1908302307128906,0.007153955288231373,0.006799747236073017,2.169696807861328,
vgsae_gamma=9.0_seed=0,0,vgsae,VG-SAE,gamma,9.0,125.0,-5.73628044128418,0.01,0.425301194190979,3.402409553527832,0.08621286600828171,2.0082764625549316,-1.1050798892974854,1.1050798892974854,0.006973182782530785,0.006322118453681469,2.2931690216064453,
vgsae_gamma=9.0_seed=0,0,vgsae,VG-SAE,gamma,9.0,150.0,-6.0489068031311035,0.01,0.4060828685760498,3.2486629486083984,0.09597258269786835,1.972488522529602,-1.0447245836257935,1.0447245836257935,0.006848917808383703,0.006005186587572098,2.391890048980713,
vgsae_gamma=9.0_seed=0,0,vgsae,VG-SAE,gamma,9.0,175.0,-6.306681156158447,0.01,0.3873317539691925,3.09865403175354,0.10206558555364609,2.0183939933776855,-0.9965476989746094,0.9965476989746094,0.0070083122700452805,0.0057630958035588264,2.4994380474090576,
vgsae_gamma=9.0_seed=0,0,vgsae,VG-SAE,gamma,9.0,200.0,-6.553926467895508,0.01,0.37243592739105225,2.979487419128418,0.10424056649208069,2.0318870544433594,-0.9593955874443054,0.9593955874443054,0.007055162917822599,0.005552587099373341,2.5942623615264893,
vgsae_gamma=9.0_seed=0,0,vgsae,VG-SAE,gamma,9.0,225.0,-6.74075984954834,0.01,0.36449772119522095,2.9159817695617676,0.0967293232679367,1.9670872688293457,-0.8950378894805908,0.8950378894805908,0.006830163300037384,0.005135192070156336,2.6554155349731445,
vgsae_gamma=9.0_seed=0,0,vgsae,VG-SAE,gamma,9.0,250.0,-6.969044208526611,0.01,0.3505531847476959,2.8044254779815674,0.09491883963346481,2.034379243850708,-0.8837684988975525,0.8837684988975525,0.007063816301524639,0.005080062430351973,2.759244441986084,
vgsae_gamma=9.0_seed=0,0,vgsae,VG-SAE,gamma,9.0,275.0,-7.0997819900512695,0.01,0.34585338830947876,2.76682710647583,0.09764429926872253,1.9550597667694092,-0.8383809328079224,0.8383809328079224,0.006788402795791626,0.004794929642230272,2.7928364276885986,
vgsae_gamma=9.0_seed=0,0,vgsae,VG-SAE,gamma,9.0,300.0,-7.235368251800537,0.01,0.33776992559432983,2.7021594047546387,0.11083392798900604,1.9713389873504639,-0.8451686501502991,0.8451686501502991,0.006844926625490189,0.00487014465034008,2.8439455032348633,
vgsae_gamma=9.0_seed=0,0,vgsae,VG-SAE,gamma,9.0,325.0,-7.399219036102295,0.01,0.3297879695892334,2.638303756713867,0.10690803825855255,1.9631808996200562,-0.8057335615158081,0.8057335615158081,0.006816600915044546,0.004662068095058203,2.9141650199890137,
vgsae_gamma=9.0_seed=0,0,vgsae,VG-SAE,gamma,9.0,350.0,-7.509885311126709,0.01,0.3237420916557312,2.5899367332458496,0.10492759943008423,1.9801815748214722,-0.7853171229362488,0.7853171229362488,0.006875630468130112,0.004542486276477575,2.968609571456909,
vgsae_gamma=9.0_seed=0,0,vgsae,VG-SAE,gamma,9.0,375.0,-7.601020812988281,0.01,0.3176751136779785,2.541400909423828,0.10741647332906723,2.0338292121887207,-0.7922224402427673,0.7922224402427673,0.007061907090246677,0.0046102749183773994,3.020216226577759,
vgsae_gamma=9.0_seed=0,0,vgsae,VG-SAE,gamma,9.0,400.0,-7.696390151977539,0.01,0.31267282366752625,2.50138258934021,0.11559858918190002,2.006681442260742,-0.7637108564376831,0.7637108564376831,0.006967643275856972,0.004463600926101208,3.056957244873047,
